Data;0-1H;1-2H;2-3H;3-4H;4-5H;5-6H;6-7H;7-8H;8-9H;9-10H;10-11H;11-12H;12-13H;13-14H;14-15H;15-16H;16-17H;17-18H;18-19H;19-20H;20-21H;21-22H;22-23H;23-24H;TOTAL;MÉDIA
13/02/2020;2;4;0;3;17;5;26;86;337;665;811;951;1095;1355;920;1017;1140;1171;1395;1221;942;630;317;43;14153;590
14/02/2020;20;2;0;0;0;1;18;70;356;761;944;964;1185;1353;1067;1168;1296;1409;1473;1539;1064;686;366;142;15884;662
15/02/2020;13;0;0;0;0;0;14;2;295;777;1109;1144;941;954;853;1130;1199;1090;1075;873;690;593;309;92;13153;548
16/02/2020;23;0;0;0;0;0;6;11;226;593;924;1129;1098;850;1088;1297;1334;1335;1092;927;791;571;256;22;13573;566
17/02/2020;0;0;0;0;0;0;6;60;326;727;911;1028;1218;1387;929;1062;1261;1307;1498;1388;920;570;234;17;14849;619
18/02/2020;0;0;0;0;0;0;14;52;302;694;925;949;1086;1288;937;944;1173;1261;1353;1271;894;516;221;21;13901;579
19/02/2020;1;1;0;0;0;0;20;63;365;698;817;930;1004;1231;901;1001;1054;1202;1296;1299;937;614;261;50;13745;573
20/02/2020;0;0;0;0;0;0;33;62;339;756;857;947;1100;1412;866;952;1185;1131;1423;1215;1042;683;320;40;14363;598
21/02/2020;0;0;0;0;0;0;17;73;376;738;883;1005;1192;1269;1003;1045;1096;1175;1372;1278;971;719;368;143;14723;613
22/02/2020;11;2;0;0;0;0;12;2;311;709;1140;1242;1013;938;949;1040;1017;1167;1162;1047;736;563;330;108;13499;562
23/02/2020;8;0;0;0;0;0;16;3;231;591;915;977;879;751;685;851;974;1052;1043;937;654;495;224;20;11306;471
24/02/2020;1;0;0;0;0;1;22;39;227;661;904;962;1054;1081;922;1123;1222;1278;1455;1133;905;653;350;64;14057;586
25/02/2020;4;0;0;0;0;0;12;7;203;612;897;1106;1028;828;946;1193;1221;1041;1111;748;532;411;191;7;12098;504
26/02/2020;0;0;0;0;0;0;18;55;266;640;879;963;1075;1237;921;1037;1166;1243;1393;1320;885;552;284;31;13965;582
27/02/2020;1;0;0;0;0;0;14;56;293;698;907;971;1160;1412;926;960;1147;1284;1278;1216;830;605;303;25;14086;587
28/02/2020;5;0;0;0;0;0;16;60;395;747;936;988;1150;1318;974;1128;1065;1324;1367;1277;1051;774;407;150;15132;631
29/02/2020;1;0;0;0;0;0;6;16;315;754;1149;1317;1156;1056;1112;1176;1384;1266;1194;1032;810;677;327;142;14890;620
01/03/2020;5;0;0;0;0;0;6;1;241;606;1017;1107;1025;863;1069;1226;1251;1075;974;889;669;470;232;30;12756;532
02/03/2020;2;0;0;0;0;0;8;63;306;744;998;1001;1161;1403;1027;1028;1293;1482;1553;1357;1003;635;256;56;15376;641
03/03/2020;12;17;20;9;0;0;13;48;310;722;936;895;1153;1341;934;952;1176;1170;1368;1299;957;571;276;29;14208;592
04/03/2020;5;1;0;0;0;0;19;67;301;786;953;852;1037;1381;1041;1029;1103;1243;1253;1192;923;620;305;28;14139;589
05/03/2020;1;0;0;0;2;2;19;54;344;740;942;905;1134;1379;965;1041;1193;1356;1353;1142;971;620;335;20;14518;605
06/03/2020;2;0;0;0;0;0;13;43;379;770;953;957;1071;1466;1114;1122;1263;1288;1430;1318;935;760;492;108;15484;645
07/03/2020;13;0;0;0;0;0;9;12;382;753;1073;1259;1034;923;1082;1222;1290;1233;1302;1015;932;671;347;111;14663;611
08/03/2020;6;0;0;0;0;0;10;13;256;608;1048;1187;1044;885;998;1287;1332;1147;1180;1041;752;528;263;43;13628;568
09/03/2020;0;2;0;0;0;3;34;75;367;728;971;1006;1194;1311;1036;1011;1273;1344;1470;1455;946;705;343;38;15312;638
10/03/2020;0;0;0;0;0;0;20;57;374;723;1122;1153;1275;1316;1062;1106;1174;1269;1445;1288;999;733;316;26;15458;644
11/03/2020;0;0;0;0;0;0;11;52;439;817;1022;987;1009;1147;1007;1098;1221;1316;1355;1374;872;697;364;30;14818;617
12/03/2020;2;0;0;0;0;0;13;38;575;924;983;1113;1023;1190;959;1044;1083;1073;1050;891;688;550;329;26;13554;565
13/03/2020;1;0;0;0;0;0;10;30;649;927;1002;956;906;922;844;972;875;903;861;794;563;516;261;86;12078;503
14/03/2020;14;0;0;0;0;0;13;22;609;727;803;737;692;552;626;685;642;602;560;536;314;238;154;92;8618;359
15/03/2020;14;0;0;0;0;0;0;5;350;502;614;648;565;438;453;616;564;460;467;326;220;181;92;21;6536;272
16/03/2020;1;0;0;0;0;0;7;9;366;551;502;566;568;478;509;668;571;643;538;419;268;259;104;27;7054;294
17/03/2020;1;0;0;0;0;0;8;2;383;347;318;429;524;460;491;549;442;529;547;426;335;206;91;28;6116;255
18/03/2020;1;0;0;0;0;0;12;19;355;369;427;552;493;517;560;490;562;524;587;532;314;222;105;43;6684;279
19/03/2020;0;0;0;0;0;0;13;17;266;321;429;429;362;315;381;411;435;381;437;315;165;103;71;15;4866;203
20/03/2020;1;0;0;0;0;0;3;26;51;310;382;452;352;336;349;386;358;425;388;256;137;122;76;30;4440;185
21/03/2020;1;0;0;0;0;0;11;11;247;312;481;534;395;416;485;507;484;475;377;359;241;130;129;31;5626;234
22/03/2020;1;0;0;0;0;0;9;16;231;338;360;408;334;297;337;338;364;296;360;254;191;136;42;23;4335;181
23/03/2020;1;0;0;0;0;0;6;10;211;320;424;457;391;379;384;422;445;479;448;353;204;162;60;36;5192;216
24/03/2020;1;0;0;0;0;0;4;11;109;336;389;438;383;328;394;473;445;428;442;403;195;181;104;6;5070;211
25/03/2020;1;0;0;0;0;0;9;11;182;327;408;373;397;345;384;439;490;469;466;396;242;124;95;28;5186;216
26/03/2020;2;0;0;0;0;0;14;6;242;331;466;326;305;339;471;387;497;503;360;394;256;122;102;24;5147;214
27/03/2020;0;0;0;0;0;0;8;8;222;412;405;440;383;406;448;530;497;428;558;452;249;181;88;46;5761;240
28/03/2020;1;0;0;0;0;0;10;3;292;297;365;544;449;420;439;375;514;501;481;385;274;196;106;33;5685;237
29/03/2020;0;0;0;0;0;4;9;163;263;339;426;446;339;362;465;396;344;304;293;235;138;57;33;0;4616;192
30/03/2020;0;0;0;0;0;0;7;5;119;267;412;366;352;353;394;388;469;394;421;379;205;133;96;66;4826;201
31/03/2020;0;0;1;0;0;0;12;6;169;280;409;370;438;410;413;490;446;406;462;415;297;176;150;40;5390;225
01/04/2020;1;1;1;0;0;0;10;5;164;282;430;466;445;388;436;512;460;454;461;444;230;136;63;12;5401;225
02/04/2020;0;0;0;0;0;1;8;10;200;317;355;462;489;407;540;454;498;542;449;507;268;195;130;39;5871;245
03/04/2020;0;0;0;0;0;0;9;7;207;343;411;529;529;443;489;581;475;503;519;480;329;285;131;51;6321;263
04/04/2020;0;0;0;0;0;0;10;4;252;379;456;491;494;450;447;422;414;514;471;439;307;173;98;46;5867;244
05/04/2020;0;0;0;0;0;0;0;15;136;249;379;469;413;292;293;356;334;313;266;336;180;169;78;13;4291;179
06/04/2020;1;0;0;0;0;0;8;4;222;331;443;512;473;398;493;511;422;516;489;401;317;240;114;27;5922;247
07/04/2020;1;0;0;0;1;0;1;19;258;380;437;385;396;341;430;466;460;478;443;478;334;184;89;21;5602;233
08/04/2020;1;0;0;0;0;0;3;3;305;340;376;451;401;434;436;476;497;485;445;450;354;241;128;15;5841;243
09/04/2020;0;0;0;0;0;0;4;7;248;307;370;439;414;368;443;437;448;417;488;487;338;228;152;23;5618;234
10/04/2020;0;0;0;0;0;0;9;14;220;288;353;388;364;299;318;396;417;410;377;326;274;185;107;24;4769;199
11/04/2020;0;0;0;0;0;0;4;5;303;303;374;444;500;452;438;452;480;461;478;470;344;233;140;30;5911;246
12/04/2020;0;0;0;0;0;0;4;7;106;205;219;350;323;208;44;0;0;0;0;0;0;0;0;0;1466;61
13/04/2020;0;0;0;0;0;0;5;12;146;244;334;404;401;297;350;405;432;433;398;355;265;151;89;14;4735;197
14/04/2020;0;0;0;0;0;0;6;13;183;382;371;467;458;413;494;549;459;448;402;298;286;213;83;9;5534;231
15/04/2020;0;0;0;0;1;0;45;13;189;315;435;475;398;421;438;521;453;545;493;403;296;164;82;20;5707;238
16/04/2020;4;0;0;0;0;0;11;16;178;272;440;428;393;390;367;522;477;528;447;444;347;251;125;41;5681;237
17/04/2020;0;0;0;0;0;1;14;8;221;373;451;449;435;416;437;457;461;467;348;431;375;293;175;20;5832;243
18/04/2020;0;0;0;0;0;0;8;12;294;361;436;486;538;458;505;465;426;462;429;461;343;297;168;37;6186;258
19/04/2020;0;0;0;0;1;0;10;8;223;382;465;522;450;370;428;472;456;405;409;376;319;234;73;19;5622;234
20/04/2020;0;0;0;0;0;0;11;7;137;287;358;435;419;374;364;398;440;461;428;397;272;188;85;12;5073;211
21/04/2020;0;0;0;0;0;0;17;8;227;301;479;513;428;392;443;433;419;421;478;447;305;202;114;39;5666;236
22/04/2020;0;0;0;0;0;0;4;9;83;327;469;376;359;342;431;385;432;415;438;381;288;238;115;47;5139;214
23/04/2020;0;0;0;0;0;0;19;10;188;361;476;392;325;314;492;383;345;414;412;445;307;65;83;62;5093;212
